	('PC1Loading 0',)	('PC2Loading 1',)
('190952 600', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 5', 'variable: p-cJun(S63)')	0.5088	-0.5627
('190953 601', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 5', 'variable: p-P38(T180/Y182)')	0.5651	0.42
('190954 602', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 5', 'variable: p-HSP27(S82)')	-3.9981	-1.2335
('190955 603', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 5', 'variable: p-NFKB(S536)')	-4.2161	-1.6176
('190956 604', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 5', 'variable: Bim')	-4.358	-1.6518
('190957 605', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 5', 'variable: cPARP')	-2.6641	-0.32543
('190958 606', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 5', 'variable: p-Histone H3(S10)')	-4.1811	-1.1426
('190959 607', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 5', 'variable: p27 Kip1')	-2.9735	-0.94074
('190960 608', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 10', 'variable: p-p90RSK(S380)')	3.5479	-0.53802
('190961 609', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 10', 'variable: p-p90RSK(T573)')	3.1596	-0.60187
('190962 610', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 10', 'variable: p-AKT(T308)')	2.9902	-1.6992
('190963 611', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 10', 'variable: p-AKT(S473)')	2.4562	-0.76092
('190964 612', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 10', 'variable: p-mTOR(S2448)')	4.2942	-1.9712
('190965 613', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 10', 'variable: p-p70S6K(T421/S424)')	4.6621	-0.089908
('190966 614', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 10', 'variable: p-p70S6K(T389)')	4.082	-1.817
('190967 615', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 10', 'variable: p-S6(S235/236)')	6.8477	-0.58532
('190968 616', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 10', 'variable: p-AMPK(T172)')	4.9502	-1.1186
('190969 617', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 10', 'variable: p-JNK(T183/Y185)')		
('190970 618', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 10', 'variable: Total c-Jun')	-2.7604	1.654
('190971 619', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 10', 'variable: p-cJun(S63)')	-0.23882	-0.51951
('190972 620', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 10', 'variable: p-P38(T180/Y182)')	-0.37356	1.4839
('190973 621', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 10', 'variable: p-HSP27(S82)')	3.9502	-0.6934
('190974 622', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 10', 'variable: p-NFKB(S536)')	1.4972	-1.0014
('190975 623', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 10', 'variable: Bim')	2.2811	-2.6078
('190976 624', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 10', 'variable: cPARP')	0.65903	-0.50797
('190977 625', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 10', 'variable: p-Histone H3(S10)')	0.3798	-1.1585
('190978 626', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 10', 'variable: p27 Kip1')	2.3916	-1.211
('190979 627', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 24', 'variable: p-p90RSK(S380)')	-4.1636	0.18941
('190980 628', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 24', 'variable: p-p90RSK(T573)')	-4.0318	0.53033
('190981 629', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 24', 'variable: p-AKT(T308)')	-1.9353	-0.62917
('190982 630', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 24', 'variable: p-AKT(S473)')	-0.28845	0.59934
('190983 631', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 24', 'variable: p-mTOR(S2448)')	-2.8447	-0.53386
('190984 632', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 24', 'variable: p-p70S6K(T421/S424)')	4.493	0.13431
('190985 633', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 24', 'variable: p-p70S6K(T389)')	-3.314	-0.14821
('190986 634', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 24', 'variable: p-S6(S235/236)')	3.8131	0.067143
('190987 635', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 24', 'variable: p-AMPK(T172)')	-3.8142	-1.151
('190988 636', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 24', 'variable: p-JNK(T183/Y185)')		
('190989 637', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 24', 'variable: Total c-Jun')	-6.1522	0.71907
('190990 638', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 24', 'variable: p-cJun(S63)')	-1.6573	-0.94838
('190991 639', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 24', 'variable: p-P38(T180/Y182)')	-1.0813	1.1785
('190992 640', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 24', 'variable: p-HSP27(S82)')	-4.0144	-1.001
('190993 641', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 24', 'variable: p-NFKB(S536)')	-5.0659	-0.79803
('190994 642', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 24', 'variable: Bim')	-4.6514	-1.3124
('190995 643', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 24', 'variable: cPARP')	-6.8681	-0.15272
('190996 644', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 24', 'variable: p-Histone H3(S10)')	1.9328	1.1559
('190997 645', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 24', 'variable: p27 Kip1')	-5.2996	-1.2249
('190998 646', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 48', 'variable: p-p90RSK(S380)')	-2.4288	-0.35683
('190999 647', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 48', 'variable: p-p90RSK(T573)')	-2.5032	-1.4266
('191000 648', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 48', 'variable: p-AKT(T308)')	-2.7288	-1.4992
('191001 649', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 48', 'variable: p-AKT(S473)')	1.0467	-0.87478
('191002 650', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 48', 'variable: p-mTOR(S2448)')	-1.2235	-1.9115
('191003 651', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 48', 'variable: p-p70S6K(T421/S424)')	3.7326	-0.88187
('191004 652', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 48', 'variable: p-p70S6K(T389)')	-3.0573	-1.9804
('191005 653', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 48', 'variable: p-S6(S235/236)')	2.5835	-1.5958
('191006 654', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 48', 'variable: p-AMPK(T172)')	-0.11719	-2.2858
('191007 655', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 48', 'variable: p-JNK(T183/Y185)')		
('191008 656', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 48', 'variable: Total c-Jun')	-5.7854	-1.3693
('191009 657', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 48', 'variable: p-cJun(S63)')	-5.0794	-1.5632
('191010 658', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 48', 'variable: p-P38(T180/Y182)')	-0.29272	0.9495
('191011 659', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 48', 'variable: p-HSP27(S82)')	-0.18051	-2.079
('191012 660', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 48', 'variable: p-NFKB(S536)')	-1.8167	-1.1922
('191013 661', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 48', 'variable: Bim')	-2.9591	-2.1248
('191014 662', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 48', 'variable: cPARP')	-5.1052	-0.8568
('191015 663', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 48', 'variable: p-Histone H3(S10)')	4.4186	-0.027845
('191016 664', 'clName: RVH-421', 'clCenterSpecificID: 50475', 'timePoint: 48', 'variable: p27 Kip1')	-3.7064	-1.5978
('191017 665', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 1', 'variable: p-p90RSK(S380)')	3.7398	-0.75211
('191018 666', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 1', 'variable: p-p90RSK(T573)')	1.926	0.22715
('191019 667', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 1', 'variable: p-AKT(T308)')		
('191020 668', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 1', 'variable: p-AKT(S473)')	2.054	-1.4274
('191021 669', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 1', 'variable: p-mTOR(S2448)')	3.3017	-0.83713
('191022 670', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 1', 'variable: p-p70S6K(T421/S424)')	4.3191	-1.1316
('191023 671', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 1', 'variable: p-p70S6K(T389)')	2.6044	0.1261
('191024 672', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 1', 'variable: p-S6(S235/236)')	1.8073	-0.68467
('191025 673', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 1', 'variable: p-AMPK(T172)')	0.40132	0.82183
('191026 674', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 1', 'variable: p-JNK(T183/Y185)')	3.6397	-2.5845
('191027 675', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 1', 'variable: Total c-Jun')	2.3796	-0.19138
('191028 676', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 1', 'variable: p-cJun(S63)')	2.5917	-0.039155
('191029 677', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 1', 'variable: p-P38(T180/Y182)')	2.6855	-0.86462
('191030 678', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 1', 'variable: p-HSP27(S82)')	1.6181	3.0627
('191031 679', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 1', 'variable: p-NFKB(S536)')	2.3967	0.78948
('191032 680', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 1', 'variable: Bim')	1.2236	0.21613
('191033 681', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 1', 'variable: cPARP')	1.7005	0.37833
('191034 682', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 1', 'variable: p-Histone H3(S10)')	1.2955	-0.37606
('191035 683', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 1', 'variable: p27 Kip1')	0.70026	0.89435
('191036 684', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 5', 'variable: p-p90RSK(S380)')	0.75833	1.5404
('191037 685', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 5', 'variable: p-p90RSK(T573)')	-2.6762	1.7816
('191038 686', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 5', 'variable: p-AKT(T308)')		
('191039 687', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 5', 'variable: p-AKT(S473)')	-3.9802	1.4951
('191040 688', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 5', 'variable: p-mTOR(S2448)')	-2.1222	1.7127
('191041 689', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 5', 'variable: p-p70S6K(T421/S424)')	-1.5108	2.6472
('191042 690', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 5', 'variable: p-p70S6K(T389)')	-0.11702	1.0687
('191043 691', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 5', 'variable: p-S6(S235/236)')	1.8445	0.092132
('191044 692', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 5', 'variable: p-AMPK(T172)')	-2.5867	1.8585
('191045 693', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 5', 'variable: p-JNK(T183/Y185)')	-1.0436	0.082476
('191046 694', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 5', 'variable: Total c-Jun')	1.116	1.2318
('191047 695', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 5', 'variable: p-cJun(S63)')	-2.5655	2.3419
('191048 696', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 5', 'variable: p-P38(T180/Y182)')	-2.4444	0.77193
('191049 697', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 5', 'variable: p-HSP27(S82)')	-2.9512	3.0528
('191050 698', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 5', 'variable: p-NFKB(S536)')	-1.4373	3.2884
('191051 699', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 5', 'variable: Bim')	-3.2585	1.6382
('191052 700', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 5', 'variable: cPARP')	-2.5052	1.7236
('191053 701', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 5', 'variable: p-Histone H3(S10)')	-0.72467	0.29054
('191054 702', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 5', 'variable: p27 Kip1')	-1.5945	1.2662
('191055 703', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 10', 'variable: p-p90RSK(S380)')	4.9446	0.64712
('191056 704', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 10', 'variable: p-p90RSK(T573)')	2.6404	1.1367
('191057 705', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 10', 'variable: p-AKT(T308)')		
('191058 706', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 10', 'variable: p-AKT(S473)')	2.2246	-2.1777
('191059 707', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 10', 'variable: p-mTOR(S2448)')	3.7938	-1.2321
('191060 708', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 10', 'variable: p-p70S6K(T421/S424)')	4.3716	-1.6773
('191061 709', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 10', 'variable: p-p70S6K(T389)')	4.694	-0.28254
('191062 710', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 10', 'variable: p-S6(S235/236)')	4.6539	-0.40465
('191063 711', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 10', 'variable: p-AMPK(T172)')	2.2341	-1.0337
('191064 712', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 10', 'variable: p-JNK(T183/Y185)')	4.1831	-2.671
('191065 713', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 10', 'variable: Total c-Jun')	5.8606	-1.2365
('191066 714', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 10', 'variable: p-cJun(S63)')	2.4005	-1.095
('191067 715', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 10', 'variable: p-P38(T180/Y182)')	0.7049	-0.18486
('191068 716', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 10', 'variable: p-HSP27(S82)')	2.5056	-0.22743
('191069 717', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 10', 'variable: p-NFKB(S536)')	6.5629	-0.15696
('191070 718', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 10', 'variable: Bim')	-0.71464	-0.23206
('191071 719', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 10', 'variable: cPARP')	1.0437	-0.60668
('191072 720', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 10', 'variable: p-Histone H3(S10)')	0.006567	-0.16221
('191073 721', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 10', 'variable: p27 Kip1')	-0.5815	-0.12477
('191074 722', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 24', 'variable: p-p90RSK(S380)')	0.75578	-0.20083
('191075 723', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 24', 'variable: p-p90RSK(T573)')	-1.6562	-0.38483
('191076 724', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 24', 'variable: p-AKT(T308)')		
('191077 725', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 24', 'variable: p-AKT(S473)')	-1.3476	-0.68072
('191078 726', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 24', 'variable: p-mTOR(S2448)')	4.8035	-0.52596
('191079 727', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 24', 'variable: p-p70S6K(T421/S424)')	5.3229	-0.20564
('191080 728', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 24', 'variable: p-p70S6K(T389)')	4.2942	-0.057813
('191081 729', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 24', 'variable: p-S6(S235/236)')	4.9024	-0.59812
('191082 730', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 24', 'variable: p-AMPK(T172)')	-1.8815	0.27422
('191083 731', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 24', 'variable: p-JNK(T183/Y185)')	-1.8711	-0.89274
('191084 732', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 24', 'variable: Total c-Jun')	-0.33607	-0.36379
('191085 733', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 24', 'variable: p-cJun(S63)')	-1.5451	-0.080401
('191086 734', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 24', 'variable: p-P38(T180/Y182)')	-4.1816	-1.157
('191087 735', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 24', 'variable: p-HSP27(S82)')	-0.64578	0.12498
('191088 736', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 24', 'variable: p-NFKB(S536)')	4.0422	0.53719
('191089 737', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 24', 'variable: Bim')	-4.3626	-0.19269
('191090 738', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 24', 'variable: cPARP')	-3.945	-1.0729
('191091 739', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 24', 'variable: p-Histone H3(S10)')	7.2783	0.0034155
('191092 740', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 24', 'variable: p27 Kip1')	-4.6564	-0.61131
('191093 741', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 48', 'variable: p-p90RSK(S380)')	1.9604	2.5674
('191094 742', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 48', 'variable: p-p90RSK(T573)')	2.2926	1.8666
('191095 743', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 48', 'variable: p-AKT(T308)')		
('191096 744', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 48', 'variable: p-AKT(S473)')	-0.64653	-1.6536
('191097 745', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 48', 'variable: p-mTOR(S2448)')	2.0457	-1.4926
('191098 746', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 48', 'variable: p-p70S6K(T421/S424)')	2.5692	-1.1905
('191099 747', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 48', 'variable: p-p70S6K(T389)')	1.4819	-0.7596
('191100 748', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 48', 'variable: p-S6(S235/236)')	2.8606	-0.48775
('191101 749', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 48', 'variable: p-AMPK(T172)')	-3.1431	-1.1495
('191102 750', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 48', 'variable: p-JNK(T183/Y185)')	-1.1079	-2.5489
('191103 751', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 48', 'variable: Total c-Jun')	-2.6744	-1.1976
('191104 752', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 48', 'variable: p-cJun(S63)')	-3.2079	-1.7014
('191105 753', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 48', 'variable: p-P38(T180/Y182)')	1.0697	1.2913
('191106 754', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 48', 'variable: p-HSP27(S82)')	-1.3247	-1.725
('191107 755', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 48', 'variable: p-NFKB(S536)')	2.6416	-1.4992
('191108 756', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 48', 'variable: Bim')	-5.7987	-1.4457
('191109 757', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 48', 'variable: cPARP')	-4.1831	-2.5997
('191110 758', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 48', 'variable: p-Histone H3(S10)')	6.7242	1.0974
('191111 759', 'clName: SKMEL28', 'clCenterSpecificID: 51101', 'timePoint: 48', 'variable: p27 Kip1')	-6.7883	-1.7784
('191112 760', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 1', 'variable: p-p90RSK(S380)')	3.0917	-0.14606
('191113 761', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 1', 'variable: p-p90RSK(T573)')	1.0739	1.1072
('191114 762', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 1', 'variable: p-AKT(T308)')	2.5776	1.6854
('191115 763', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 1', 'variable: p-AKT(S473)')	0.9163	1.1351
('191116 764', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 1', 'variable: p-mTOR(S2448)')	1.2831	1.2277
('191117 765', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 1', 'variable: p-p70S6K(T421/S424)')	2.4127	0.28057
('191118 766', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 1', 'variable: p-p70S6K(T389)')	2.6643	0.77981
('191119 767', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 1', 'variable: p-S6(S235/236)')	0.24218	-0.90656
('191120 768', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 1', 'variable: p-AMPK(T172)')	1.3838	2.2699
('191121 769', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 1', 'variable: p-JNK(T183/Y185)')	3.5702	0.46826
('191122 770', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 1', 'variable: Total c-Jun')	2.5589	0.11735
('191123 771', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 1', 'variable: p-cJun(S63)')	1.5059	1.5788
('191124 772', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 1', 'variable: p-P38(T180/Y182)')	3.7806	0.048366
('191125 773', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 1', 'variable: p-HSP27(S82)')	-0.87975	0.52295
('191126 774', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 1', 'variable: p-NFKB(S536)')	0.75815	1.3687
('191127 775', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 1', 'variable: Bim')	2.0788	2.0329
('191128 776', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 1', 'variable: cPARP')	1.0276	1.0503
('191129 777', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 1', 'variable: p-Histone H3(S10)')	0.40731	1.4697
('191130 778', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 1', 'variable: p27 Kip1')	1.2979	1.7488
('191131 779', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 5', 'variable: p-p90RSK(S380)')	2.0945	0.73693
('191132 780', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 5', 'variable: p-p90RSK(T573)')	-0.34842	0.20924
('191133 781', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 5', 'variable: p-AKT(T308)')	-3.0729	2.9921
('191134 782', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 5', 'variable: p-AKT(S473)')	-2.4446	1.4507
('191135 783', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 5', 'variable: p-mTOR(S2448)')	-0.032637	1.2709
('191136 784', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 5', 'variable: p-p70S6K(T421/S424)')	-0.41538	1.2438
('191137 785', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 5', 'variable: p-p70S6K(T389)')	-0.38786	1.9022
('191138 786', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 5', 'variable: p-S6(S235/236)')	2.257	-1.1329
('191139 787', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 5', 'variable: p-AMPK(T172)')	-1.8756	2.3461
('191140 788', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 5', 'variable: p-JNK(T183/Y185)')	-1.0991	2.0881
('191141 789', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 5', 'variable: Total c-Jun')	0.65055	-0.20328
('191142 790', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 5', 'variable: p-cJun(S63)')	-1.2478	1.8826
('191143 791', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 5', 'variable: p-P38(T180/Y182)')	0.37531	0.57042
('191144 792', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 5', 'variable: p-HSP27(S82)')	0.13309	0.56909
('191145 793', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 5', 'variable: p-NFKB(S536)')	-0.31367	1.0926
('191146 794', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 5', 'variable: Bim')	-2.5583	2.4816
('191147 795', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 5', 'variable: cPARP')	-0.5124	0.73068
('191148 796', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 5', 'variable: p-Histone H3(S10)')	-2.8551	1.2819
('191149 797', 'clName: WM-115', 'clCenterSpecificID: 50567', 'timePoint: 5', 'variable: p27 Kip1')	0.011881	0.81311
